DOI,Citation_context,Source,file ID,Year,Journal
10.1021/ac5011734,"“…Carbon nanoparticles, namely, carbon dots (CDs) have generated much excitement because of their superiority in chemical inertness, low cost, low cytotoxicity, environmentally friendly, ease of functionalization and resistance to photobleaching [ref]. CDs with tunable emission are considered to be the next generation of green nanomaterials and are promising candidates for numerous exciting applications, [ref] such as photocatalysis, [ref] biomedicine, targeted drug delivery,  [ref], [ref]  medical imaging and biosensing,  [ref]−[ref] [ref] [ref] [ref] [ref] [ref]  and photovoltaic devices…”",Scite,,2014,Analytical Chemistry
10.1021/ac502405p,"“…Besides PL,  [ref]−[ref] [ref]  chemiluminescence (CL) [ref], [ref]  and electrochemiluminescence (ECL) [ref], [ref]  can be produced with chemical and electrochemical excitations. The sensitive and selective analysis for pollutants and biomolecules have been achieved on the basis of the luminescence.  [ref], [ref], [ref]  In addition to radiative recombination, the electrons and holes trapped by the surface states can transfer to the external electron acceptors and donors,  [ref]−[ref] [ref]  resulting in redox reactions, based on which many photocatalysts and electrocatalyst with C-dots have been constructed [ref]. Overall, novel properties related with surface states of C-dots are worth intensive exploring for further applications.…”",Scite,,2014,Analytical Chemistry
10.1021/ac502521f,"“…Heavy metals (i.e., cadmium, lead, mercury, copper, and etc.) can cause serious problems in the environment and to human health, because they are not biodegradable and remain indefinitely in ecological systems.  [ref]−[ref] [ref] [ref] [ref] [ref] [ref] [ref] [ref]  Cadmium (Cd), one of the most hazard heavy metals, is well-known to affect various cellular processes through membrane damage, disruption of electron transport, enzyme inhibition/activation, and DNA alteration.  [ref]−[ref]  In addition, experimental and epidemiological studies have provided substantial evidence that low level of long-term exposure to Cd can contribute to many serious diseases and several types of cancers.  [ref]−[ref] [ref]  According to the Environmental Protection Agency (EPA, the United States) and the World Health Organization (WHO) guidelines, maximum contaminant level (MCL) for Cd in drinking water is 5 and 3 ppb, respectively.  ,  Therefore, it is very critical to develop a facile, selective, and sensitive approach to determination of Cd 2+ in drinking water with low-cost and high accuracy. To date, several elegant methods have been employed for monitoring of Cd 2+ , e.g., atomic adsorption spectrometry (AAS),  [ref], [ref]  inductively coupled plasma mass spectroscopy (ICP-MS),  [ref]−[ref] [ref]  electrochemical, and photoelectrochemical approaches,  [ref]−[ref] [ref] [ref]  and so on.  [ref]−[ref] [ref] [ref]  Electrochemical methods have attracted more attention, because of the low cost, simple instrumentation, and easy to real time and on-site detection.…”",Scite,,2014,Analytical Chemistry
10.1021/ac503546r,"“…With the rapid advancement of nanotechnology and the desirable properties of nanostructures including antienzyme action, [ref] carrier properties,  [ref]−[ref] [ref] [ref]  a tunable circulation lifetime, enhanced permeability and retention (EPR) effect, [ref] the TPA nanoprobes would provide an alternative for the TPE-based imaging protocols. Dismayingly, although some TPA fluorescent nanoprobes, for example, quantum dots,  [ref], [ref]  gold/silver nanoclusters[ref] and carbon nanomaterials,  [ref], [ref]  have been elegantly developed and used for bioimagings, the low quantum yield and narrow spectral coverage, the possible cytotoxicity and the requirement for further hydrophilic and complex functional modification process, are still the limitations for their wide range of applications in bioimaging.  [ref], [ref]  Therefore, the development of new TPA nanoprobes with excellent characteristics such as good biocompatibility, high cell permeability and high TPA action cross-section has become increasingly important and urgent.…”",Scite,,2014,Analytical Chemistry
10.1021/am504824n,,Scopus citing DOI,33.pdf,2014,ACS Applied Materials &amp; Interfaces
10.1021/ar400023s,,Scopus citing DOI,55.pdf,2014,Accounts of Chemical Research
10.1021/jo500884z,"“…In addition, the bridged TPE also emits fluorescence in the solid state because the retained two free phenyl rings can inhibit the π–π stacking of the bridged TPE molecules [ref]. If the monomer emission and the aggregation-induced emission appear simultaneously in the same medium, such as in a suspension, a dual-emission system can be obtained, which would allow the development of a new application area of AIE compounds in ratiometric sensing, [ref] biomolecule tracking in living cells, [ref] color tuning of solid-state emitters, [ref] and so on. However, the bridged TPE is not reported to have monomer emission and AIE at the same time, [ref] although a few other organic compounds can exhibit this property [ref].…”",Scite,,2014,The Journal of Organic Chemistry
10.1021/nl500276x,"“…Cu 2+ is one of the most abundant metal ions in the human body and the total concentration of Cu 2+ is generally as high as around 100 μM in healthy cells.  [ref], [ref]  It is known that most of the Cu 2+ exist as a complexed form in which the Cu 2+ are tightly bonded into specific proteins and a small proportion is chelated by numerous small nutrient molecules, such as SOD1, ceruloplasmin, tyrosinase, and so forth.  [ref]−[ref] [ref]  What’s more, it is the complexed Cu 2+ that plays a critical role in fundamental physiological processes, such as biocatalysis, oxidative stress, and disease.  [ref]−[ref] [ref] [ref]  Therefore, the ability of the sensor to monitor the complexed Cu 2+ in living cells would be of great significance for understanding the roles of Cu 2+ in biological systems. So far, although various methods have been developed to detect Cu 2+ , most of them worked well for free Cu 2+ but not for the complexed one.  [ref]−[ref] [ref] [ref] [ref]  Only high-performance liquid chromatography with online inductively coupled plasma mass spectrometric (HPLC-ICPMS) has been reported to be able to realize the detection of the complexed Cu 2+ (SOD1).  , [ref]  It is known that the HPLC-ICPMS often suffers from obvious disadvantages, especially the requirement of complicated instruments. In order to conveniently investigate the roles of Cu 2+ in organisms, it is vital to establish a rational method to selectively and sensitively detect the complexed Cu 2+ [ref].…”",Scite,,2014,Nano Letters
10.1039/c4nr00029c,"“…Carbon dots (CDs) have drawn increasing attention since their preparation from electrophoretic analysis and the purication of uorescent carbon nanotube fragments. [1][2][3] There are different kinds of CDs, which have different intrinsic structures, [4][5][6][7][8][9][10][11][12][13][14][15][16][17][18] such as carbon quantum dots (CQDs), 5 carbon nanodots (CNDs) 7 and polymer dots (PDs). 13 CQDs and some CNDs possess obvious lattices, while other CNDs and PDs are amorphous nanoparticles.…”",Scite,,2014,Nanoscale
10.1088/0957-4484/25/5/055603,"in labeling [4], biomedical imaging [5–8], sensing [9, 10]",SemSchol&FB,,2014,Nanotechnology
10.1186/1556-276X-9-583,"All these imply that the toxicity of these nanoparticles is time/dose-dependent. So dosage should be concerned in practice, especially particle with such small size can permeate throughout the cytoderm and cytomembrane with good biocompatibility [25,30,31].",SemSchol&FB,,2014,Nanoscale Research Letters
10.3788/fgxb20143509.1019,,Scopus citing DOI,,2014,Chinese Journal of Luminescence
10.1002/adfm.201500624,"“…Interestingly, the process of GQD/protamine self-assembly into strawberry-shaped clusters was accompanied by a decrease in PL (Figure 3a). Although there are reports on fluorescence quenching of carbon dots by metal ions such as Cu 2+ and Hg 2+ ,[10b, 11, 23] it is unusual that a protein or biomolecule should quench GQDs since the quenching of carbon dots by metal ions is normally regulated by a nonradiative recombination of excitons through an effective electron transfer. [24] Given that protamine itself cannot quench the GQDs, it is believed the PL quenching in GQD/protamine is due to the aggregation of GQDs (Figure 2d–f) facilitating nonradiative energy transfer.…”",Scite,,2015,Advanced Functional Materials
10.1002/adfm.201500624,"“…At the same time, a number of bioassay methods have been developed by taking advantage of the PL of NanoCs. [10] For example, Tian and co-workers recently reported a dual-emission hybrid system by integrating NanoC and CdSe/ZnS quantum dot,[11] which they used as a ratiometric fluorescent sensor for the imaging of Cu 2+ in HeLa cells. Photoluminescent NanoCs have also served as nanocarriers for drug delivery and gene transfection.…”",Scite,,2015,Advanced Functional Materials
10.1002/chem.201502731,"“…In addition, OH bending and CO stretching vibrations can be seen at 1380, 1173, and 1020 cm −1 . These observations are in good agreement with previously reported results, 13, 17, 29 confirming the presence of CC, CC, CO, and CO functional groups on the surface of the synthesized RCDs, which can be ascribed to the degradation of cellulose, hemicellulose, lignin, starch, and sugar present in bagasse through the carbonization treatment.…”",Scite,,2015,Chemistry – A European Journal
10.1002/chem.201502731,"“…[1][2][3][4][5][6][7][8][9][10][11][12] This has led to numerous possible applicationsi ns ensing, [9,[13][14][15][16][17] bioimaging, [18][19][20] and the development of optoelectronic devices. [1][2][3][4][5][6][7][8][9][10][11][12] This has led to numerous possible applicationsi ns ensing, [9,[13][14][15][16][17] bioimaging, [18][19][20] and the development of optoelectronic devices.…”",Scite,,2015,Chemistry – A European Journal
10.1002/chem.201502731,"“…Carbon dots (CDs), as a new class of functional carbon nanomaterials, have been attracting tremendous attention due to their unique optical properties coupled with low toxicity and facile functionalization 1–129, 13–17bioimaging,18–20 and the development of optoelectronic devices 21–23. In spite of CDs‐based materials with the abovementioned potential applications, a lack of understanding of the factors that affect the fluorescence properties of CDs has significantly hindered the development of such materials with the desired fluorescence characteristics 7.…”",Scite,,2015,Chemistry – A European Journal
10.1016/j.bios.2014.10.034,"Ratiometric fluorescence measurements can eliminate the influence of variations in the local probe concentration and distribution, thus enhancing the accuracy of measurements (Du et al., 2013; Fu et al., 2013; Gao et al., 2014; Miao et al., 2013; Zhu et al., 2012).",SemSchol&FB,,2015,Biosensors and Bioelectronics
10.1016/j.bios.2014.10.034,"“…To solve these two problems, we designed a ratiometric fluorescent biosensor with targeted marker for imaging and biosensing of pH in cancer cells. Ratiometric fluorescence measurements can eliminate the influence of variations in the local probe concentration and distribution, thus enhancing the accuracy of measurements (Du et al, 2013;Fu et al, 2013;Gao et al, 2014;Miao et al, 2013; Zhu et al, 2012). Silica nanoparticals and polymer gel coating with different dyes and quantum dots (QDs) were widely used as the reference fluorescences for construction of raiometric fluorescence probes (Dennis et al, 2012;Peng et al, 2010;Tsou et al, 2014).…”",Scite,,2015,Biosensors and Bioelectronics
